SID,Level,WORD,POS,WORD,Vowel_Type,Stressed_Vowel
83,B,candle,n.,Monophthong,candle,/ æ /
84,B,carbon,n.,Monophthong,carbon,/ ɑ /
85,B,casual,adj.,Monophthong,casual,/ æ /
86,B,cave,n.,Diphthong,cave,/ eɪ /
87,B,certainty,n.,Monophthong,certainty,/ ɝ /
88,B,certificate,n.,Monophthong,certificate,/ ɪ /
89,B,challenging,adj.,Monophthong,challenging,/ æ /
90,B,championship,n.,Monophthong,championship,/ æ /
91,B,charming,adj.,Monophthong,charming,/ ɑ /
92,B,chase,v.,Diphthong,chase,/ eɪ /
93,B,chase,n.,Diphthong,chase,/ aɪ /
94,B,cheek,n.,Monophthong,cheek,/ i /
95,B,cheer,v.,Monophthong,cheer,/ ɝ /
96,B,cheer,n.,Monophthong,cheer,/ ɝ /
97,B,choir,n.,Diphthong,choir,/ aɪ /
98,B,chop,v.,Monophthong,chop,/ ɑ /
99,B,circuit,n.,Monophthong,circuit,/ ɝ /
100,B,civilization,n.,Diphthong,civilization,/ eɪ /
101,B,clarify,v.,Monophthong,clarify,/ æ /
102,B,classify,v.,Monophthong,classify,/ æ /
103,B,clerk,n.,Monophthong,clerk,/ ɝ /
104,B,cliff,n.,Monophthong,cliff,/ ɪ /
105,B,clinic,n.,Monophthong,clinic,/ ɪ /
106,B,clip,n.,Monophthong,clip,/ ɪ /
107,B,coincidence,n.,Monophthong,coincidence,/ ɪ /
108,B,collector,n.,Monophthong,collector,/ ɛ /
109,B,colony,n.,Monophthong,colony,/ ɑ /
110,B,colorful,adj.,Monophthong,colorful,/ ʌ /
111,B,comic,adj.,Monophthong,comic,/ ɑ /
112,B,comic,n.,Monophthong,comic,/ ɑ /
113,B,commander,n.,Monophthong,commander,/ æ /
114,B,comparative,adj.,Monophthong,comparative,/ æ /
115,B,completion,n.,Monophthong,completion,/ i /
116,B,compose,v.,Diphthong,compose,/ oʊ /
117,B,composer,n.,Diphthong,composer,/ oʊ /
118,B,compound,n.,Diphthong,compound,/ aʊ /
119,B,comprehensive,adj.,Monophthong,comprehensive,/ ɛ /
120,B,comprise,v.,Diphthong,comprise,/ aɪ /
121,B,compulsory,adj.,Monophthong,compulsory,/ ʌ /
122,B,concrete,adj.,Monophthong,concrete,/ ɑ /
123,B,concrete,n.,Monophthong,concrete,/ ɑ /
124,B,confess,v.,Monophthong,confess,/ ɛ /
125,B,confusion,n.,Monophthong,confusion,/ u /
126,B,consequently,adv.,Monophthong,consequently,/ ɑ /
127,B,conservation,n.,Diphthong,conservation,/ eɪ /
128,B,considerable,adj.,Monophthong,considerable,/ ɪ /
129,B,considerably,adv.,Monophthong,considerably,/ ɪ /
130,B,consistently,adv.,Monophthong,consistently,/ ɪ /
131,B,conspiracy,n.,Monophthong,conspiracy,/ ɪ /
132,B,consult,v.,Monophthong,consult,/ ʌ /
133,B,consultant,n.,Monophthong,consultant,/ ʌ /
134,B,consumption,n.,Monophthong,consumption,/ ʌ /
135,B,controversial,adj.,Monophthong,controversial,/ ɝ /
136,B,controversy,n.,Monophthong,controversy,/ ɑ /
137,B,convenience,n.,Monophthong,convenience,/ i /
138,B,convention,n.,Monophthong,convention,/ ɛ /
139,B,conventional,adj.,Monophthong,conventional,/ ɛ /
140,B,convey,v.,Diphthong,convey,/ eɪ /
141,B,convincing,adj.,Monophthong,convincing,/ ɪ /
142,B,cope,v.,Diphthong,cope,/ oʊ /
143,B,corporation,n.,Diphthong,corporation,/ eɪ /
144,B,corridor,n.,Monophthong,corridor,/ ɔ /
145,B,counter,n.,Diphthong,counter,/ aʊ /
146,B,coverage,n.,Monophthong,coverage,/ ʌ /
147,B,crack,v.,Monophthong,crack,/ æ /
148,B,crack,n.,Monophthong,crack,/ æ /
149,B,craft,n.,Monophthong,craft,/ æ /
150,B,creativity,n.,Monophthong,creativity,/ ɪ /
151,B,critically,adv.,Monophthong,critically,/ ɪ /
152,B,cruise,n.,Monophthong,cruise,/ u /
153,B,cruise,v.,Monophthong,cruise,/ u /
154,B,cue,n.,Monophthong,cue,/ u /
155,B,curious,adj.,Monophthong,curious,/ ʊ /
156,B,curriculum,n.,Monophthong,curriculum,/ ɪ /
157,B,cute,adj.,Monophthong,cute,/ u /
158,B,dairy,n.,Monophthong,dairy,/ ɛ /
159,B,dairy,adj.,Monophthong,dairy,/ ɛ /
160,B,dare,v.,Monophthong,dare,/ ɛ /
161,B,darkness,n.,Monophthong,darkness,/ ɑ /
162,B,database,n.,Diphthong,database,/ eɪ /
163,B,deadline,n.,Monophthong,deadline,/ ɛ /
164,B,deadly,adj.,Monophthong,deadly,/ ɛ /
165,B,dealer,n.,Monophthong,dealer,/ i /
166,B,deck,n.,Monophthong,deck,/ ɛ /
167,B,defender,n.,Monophthong,defender,/ ɛ /
168,B,delete,v.,Monophthong,delete,/ i /
169,B,democracy,n.,Monophthong,democracy,/ ɑ /
170,B,democratic,adj.,Monophthong,democratic,/ æ /
171,B,demonstration,n.,Diphthong,demonstration,/ eɪ /
172,B,depart,v.,Monophthong,depart,/ ɑ /
173,B,dependent,adj.,Monophthong,dependent,/ ɛ /
174,B,deposit,n.,Monophthong,deposit,/ ɑ /
175,B,depression,n.,Monophthong,depression,/ ɛ /
176,B,derive,v.,Diphthong,derive,/ aɪ /
177,B,desperately,adv.,Monophthong,desperately,/ ɛ /
178,B,destruction,n.,Monophthong,destruction,/ ʌ /
179,B,determination,n.,Diphthong,determination,/ eɪ /
180,B,devote,v.,Diphthong,devote,/ oʊ /
181,B,differ,v.,Monophthong,differ,/ ɪ /
182,B,disability,n.,Monophthong,disability,/ ɪ /
183,B,disabled,adj.,Diphthong,disabled,/ eɪ /
184,B,disagreement,n.,Monophthong,disagreement,/ i /
185,B,disappoint,v.,Diphthong,disappoint,/ ɔɪ /
186,B,disappointment,n.,Diphthong,disappointment,/ ɔɪ /
187,B,discourage,v.,Monophthong,discourage,/ ɝ /
188,B,disorder,n.,Monophthong,disorder,/ ɔ /
189,B,distant,adj.,Monophthong,distant,/ ɪ /
190,B,distinct,adj.,Monophthong,distinct,/ ɪ /
191,B,distinguish,v.,Monophthong,distinguish,/ ɪ /
192,B,distract,v.,Monophthong,distract,/ æ /
193,B,disturb,v.,Monophthong,disturb,/ ɝ /
194,B,dive,v.,Diphthong,dive,/ aɪ /
195,B,diverse,adj.,Monophthong,diverse,/ ɝ /
196,B,diversity,n.,Monophthong,diversity,/ ɝ /
197,B,divorce,v.,Monophthong,divorce,/ ɔ /
198,B,dominant,adj.,Monophthong,dominant,/ ɑ /
199,B,donation,n.,Diphthong,donation,/ eɪ /
200,B,dot,n.,Monophthong,dot,/ ɑ /
201,B,downtown,n.,Diphthong,downtown,/ aʊ /
202,B,dramatically,adv.,Monophthong,dramatically,/ æ /
203,B,drought,n.,Diphthong,drought,/ aʊ /
204,B,dull,adj.,Monophthong,dull,/ ʌ /
205,B,dump,v.,Monophthong,dump,/ ʌ /
206,B,duration,n.,Diphthong,duration,/ eɪ /
207,B,dynamic,adj.,Monophthong,dynamic,/ æ /
208,B,economics,n.,Monophthong,economics,/ ɑ /
209,B,economist,n.,Monophthong,economist,/ ɑ /
210,B,editorial,adj.,Monophthong,editorial,/ ɔ /
211,B,efficiently,adv.,Monophthong,efficiently,/ ɪ /
212,B,elbow,n.,Monophthong,elbow,/ ɛ /
213,B,electronics,n.,Monophthong,electronics,/ ɑ /
214,B,elegant,adj.,Monophthong,elegant,/ ɛ /
215,B,elementary,adj.,Monophthong,elementary,/ ɛ /
216,B,eliminate,v.,Monophthong,eliminate,/ ɪ /
217,B,embrace,v.,Diphthong,embrace,/ eɪ /
218,B,emission,n.,Monophthong,emission,/ ɪ /
219,B,emotionally,adv.,Diphthong,emotionally,/ oʊ /
220,B,empire,n.,Monophthong,empire,/ ɛ /
221,B,enjoyable,adj.,Diphthong,enjoyable,/ ɔɪ /
222,B,entertaining,adj.,Diphthong,entertaining,/ eɪ /
223,B,entrepreneur,n.,Monophthong,entrepreneur,/ ʊ /
224,B,envelope,n.,Monophthong,envelope,/ ɛ /
225,B,equip,v.,Monophthong,equip,/ ɪ /
226,B,equivalent,adj.,Monophthong,equivalent,/ ɪ /
227,B,era,n.,Monophthong,era,/ ɛ /
228,B,erupt,v.,Monophthong,erupt,/ ʌ /
229,B,essentially,adv.,Monophthong,essentially,/ ɛ /
230,B,ethic,n.,Monophthong,ethic,/ ɛ /
231,B,ethnic,adj.,Monophthong,ethnic,/ ɛ /
232,B,evaluation,n.,Diphthong,evaluation,/ eɪ /
233,B,evident,adj.,Monophthong,evident,/ ɛ /
234,B,evolution,n.,Monophthong,evolution,/ u /
235,B,evolve,v.,Monophthong,evolve,/ ɑ /
236,B,exceed,v.,Monophthong,exceed,/ i /
237,B,exception,n.,Monophthong,exception,/ ɛ /
238,B,excessive,adj.,Monophthong,excessive,/ ɛ /
239,B,exclude,v.,Monophthong,exclude,/ u /
240,B,exhibit,v.,Monophthong,exhibit,/ ɪ /
241,B,exit,n.,Monophthong,exit,/ ɛ /
242,B,exotic,adj.,Monophthong,exotic,/ ɑ /
243,B,expansion,n.,Monophthong,expansion,/ æ /
244,B,expertise,n.,Monophthong,expertise,/ i /
245,B,exploit,v.,Diphthong,exploit,/ ɔɪ /
246,B,exposure,n.,Diphthong,exposure,/ oʊ /
247,B,extension,n.,Monophthong,extension,/ ɛ /
248,B,extensive,adj.,Monophthong,extensive,/ ɛ /
249,B,extensively,adv.,Monophthong,extensively,/ ɛ /
250,B,extract,n.,Monophthong,extract,/ ɛ /
251,B,fabric,n.,Monophthong,fabric,/ æ /
252,B,fabulous,adj.,Monophthong,fabulous,/ æ /
253,B,failed,adj.,Diphthong,failed,/ eɪ /
254,B,fake,adj.,Diphthong,fake,/ eɪ /
255,B,fame,n.,Diphthong,fame,/ eɪ /
256,B,fantasy,n.,Monophthong,fantasy,/ æ /
257,B,fare,n.,Monophthong,fare,/ ɛ /
258,B,federal,adj.,Monophthong,federal,/ ɛ /
259,B,fever,n.,Monophthong,fever,/ i /
260,B,firefighter,n.,Diphthong,firefighter,/ aɪ /
261,B,firework,n.,Diphthong,firework,/ aɪ /
262,B,firm,adj.,Monophthong,firm,/ ɝ /
263,B,firmly,adv.,Monophthong,firmly,/ ɝ /
264,B,flavour,n.,Diphthong,flavour,/ eɪ /
265,B,fond,adj.,Monophthong,fond,/ ɑ /
266,B,fool,n.,Monophthong,fool,/ u /
267,B,forbid,v.,Monophthong,forbid,/ ɪ /
268,B,forecast,v.,Monophthong,forecast,/ ɔ /
269,B,format,n.,Monophthong,format,/ ɔ /
270,B,formation,n.,Diphthong,formation,/ eɪ /
271,B,formerly,adv.,Monophthong,formerly,/ ɔ /
272,B,fortunate,adj.,Monophthong,fortunate,/ ɔ /
273,B,forum,n.,Monophthong,forum,/ ɔ /
274,B,fossil,n.,Monophthong,fossil,/ ɑ /
275,B,foundation,n.,Diphthong,foundation,/ eɪ /
276,B,founder,n.,Diphthong,founder,/ aʊ /
277,B,fraction,n.,Monophthong,fraction,/ æ /
278,B,fragment,n.,Monophthong,fragment,/ æ /
279,B,framework,n.,Diphthong,framework,/ eɪ /
280,B,fraud,n.,Monophthong,fraud,/ ɔ /
281,B,freely,adv.,Monophthong,freely,/ i /
282,B,frequent,adj.,Monophthong,frequent,/ i /
283,B,fulfil,v.,Monophthong,fulfil,/ ɪ /
284,B,full-time,adj.,Diphthong,full-time,/ aɪ /
285,B,fundamentally,adv.,Monophthong,fundamentally,/ ɛ /
286,B,furious,adj.,Monophthong,furious,/ ʊ /
287,B,gaming,n.,Diphthong,gaming,/ eɪ /
288,B,gay,adj.,Diphthong,gay,/ eɪ /
289,B,gender,n.,Monophthong,gender,/ ɛ /
290,B,gene,n.,Monophthong,gene,/ i /
291,B,genetic,adj.,Monophthong,genetic,/ ɛ /
292,B,genius,n.,Monophthong,genius,/ i /
293,B,genuine,adj.,Monophthong,genuine,/ ɛ /
294,B,genuinely,adv.,Monophthong,genuinely,/ ɛ /
295,B,gesture,n.,Monophthong,gesture,/ ɛ /
296,B,gig,n.,Monophthong,gig,/ ɪ /
297,B,globalization,n.,Diphthong,globalization,/ eɪ /
298,B,globe,n.,Diphthong,globe,/ oʊ /
299,B,golden,adj.,Diphthong,golden,/ oʊ /
300,B,goodness,n.,Monophthong,goodness,/ ʊ /
301,B,gorgeous,adj.,Monophthong,gorgeous,/ ɔ /
302,B,governor,n.,Monophthong,governor,/ ʌ /
303,B,graphic,adj.,Monophthong,graphic,/ æ /
304,B,graphics,n.,Monophthong,graphics,/ æ /
305,B,greatly,adv.,Diphthong,greatly,/ eɪ /
306,B,greenhouse,n.,Monophthong,greenhouse,/ i /
307,B,grocery,n.,Diphthong,grocery,/ oʊ /
308,B,guideline,n.,Diphthong,guideline,/ aɪ /
309,B,habitat,n.,Monophthong,habitat,/ æ /
310,B,harbor,n.,Monophthong,harbor,/ ɑ /
311,B,headquarters,n.,Monophthong,headquarters,/ ɛ /
312,B,heal,v.,Monophthong,heal,/ i /
313,B,healthcare,n.,Monophthong,healthcare,/ ɛ /
314,B,helmet,n.,Monophthong,helmet,/ ɛ /
315,B,hence,adv.,Monophthong,hence,/ ɛ /
316,B,herb,n.,Monophthong,herb,/ ɝ /
317,B,hidden,adj.,Monophthong,hidden,/ ɪ /
318,B,highway,n.,Diphthong,highway,/ aɪ /
319,B,hilarious,adj.,Monophthong,hilarious,/ ɛ /
320,B,hip,n.,Monophthong,hip,/ ɪ /
321,B,historian,n.,Monophthong,historian,/ ɔ /
322,B,homeless,adj.,Diphthong,homeless,/ oʊ /
323,B,honesty,n.,Monophthong,honesty,/ ɑ /
324,B,hook,n.,Monophthong,hook,/ ʊ /
325,B,hopefully,adv.,Diphthong,hopefully,/ oʊ /
326,B,hunger,n.,Monophthong,hunger,/ ʌ /
327,B,hypothesis,n.,Monophthong,hypothesis,/ ɑ /
328,B,icon,n.,Diphthong,icon,/ aɪ /
329,B,identical,adj.,Monophthong,identical,/ ɛ /
330,B,illusion,n.,Monophthong,illusion,/ u /
331,B,immigration,n.,Diphthong,immigration,/ eɪ /
332,B,immune,adj.,Monophthong,immune,/ u /
333,B,implement,v.,Monophthong,implement,/ ɪ /
334,B,implication,n.,Diphthong,implication,/ eɪ /
335,B,incentive,n.,Monophthong,incentive,/ ɛ /
336,B,incorporate,v.,Monophthong,incorporate,/ ɔ /
337,B,incorrect,adj.,Monophthong,incorrect,/ ɛ /
338,B,independence,n.,Monophthong,independence,/ ɛ /
339,B,index,n.,Monophthong,index,/ ɪ /
340,B,indication,n.,Diphthong,indication,/ eɪ /
341,B,inevitable,adj.,Monophthong,inevitable,/ ɛ /
342,B,inevitably,adv.,Monophthong,inevitably,/ ɛ /
343,B,infer,v.,Monophthong,infer,/ ɝ /
344,B,inflation,n.,Diphthong,inflation,/ eɪ /
345,B,info,n.,Monophthong,info,/ ɪ /
346,B,infrastructure,n.,Monophthong,infrastructure,/ ɪ /
347,B,inhabitant,n.,Monophthong,inhabitant,/ æ /
348,B,inherit,v.,Monophthong,inherit,/ ɛ /
349,B,ink,n.,Monophthong,ink,/ ɪ /
350,B,innovation,n.,Diphthong,innovation,/ eɪ /
351,B,innovative,adj.,Monophthong,innovative,/ ɪ /
352,B,input,n.,Monophthong,input,/ ɪ /
353,B,insert,v.,Monophthong,insert,/ ɝ /
354,B,inspector,n.,Monophthong,inspector,/ ɛ /
355,B,installation,n.,Diphthong,installation,/ eɪ /
356,B,instant,adj.,Monophthong,instant,/ ɪ /
357,B,instantly,adv.,Monophthong,instantly,/ ɪ /
358,B,integrate,v.,Monophthong,integrate,/ ɪ /
359,B,intellectual,adj.,Monophthong,intellectual,/ ɛ /
360,B,interact,v.,Monophthong,interact,/ æ /
361,B,interaction,n.,Monophthong,interaction,/ æ /
362,B,interpretation,n.,Diphthong,interpretation,/ eɪ /
363,B,interval,n.,Monophthong,interval,/ ɪ /
364,B,invade,v.,Diphthong,invade,/ eɪ /
365,B,invasion,n.,Diphthong,invasion,/ eɪ /
366,B,investor,n.,Monophthong,investor,/ ɛ /
367,B,isolate,v.,Diphthong,isolate,/ aɪ /
368,B,isolated,adj.,Diphthong,isolated,/ aɪ /
369,B,jail,n.,Diphthong,jail,/ eɪ /
370,B,jet,n.,Monophthong,jet,/ ɛ /
371,B,joint,adj.,Diphthong,joint,/ ɔɪ /
372,B,joint,n.,Diphthong,joint,/ ɔɪ /
373,B,journalism,n.,Monophthong,journalism,/ ɝ /
374,B,jury,n.,Monophthong,jury,/ ʊ /
375,B,kit,n.,Monophthong,kit,/ ɪ /
376,B,ladder,n.,Monophthong,ladder,/ æ /
377,B,landing,n.,Monophthong,landing,/ æ /
378,B,lane,n.,Diphthong,lane,/ eɪ /
379,B,lately,adv.,Diphthong,lately,/ eɪ /
380,B,leaflet,n.,Monophthong,leaflet,/ i /
381,B,legend,n.,Monophthong,legend,/ ɛ /
382,B,lens,n.,Monophthong,lens,/ ɛ /
383,B,lifetime,n.,Diphthong,lifetime,/ aɪ /
384,B,lighting,n.,Diphthong,lighting,/ aɪ /
385,B,likewise,adv.,Diphthong,likewise,/ aɪ /
386,B,limitation,n.,Diphthong,limitation,/ eɪ /
387,B,literally,adv.,Monophthong,literally,/ ɪ /
388,B,literary,adj.,Monophthong,literary,/ ɪ /
389,B,litre,n.,Monophthong,litre,/ i /
390,B,litter,n.,Monophthong,litter,/ ɪ /
391,B,logo,n.,Diphthong,logo,/ oʊ /
392,B,lottery,n.,Monophthong,lottery,/ ɑ /
393,B,loyal,adj.,Diphthong,loyal,/ ɔɪ /
394,B,lyric,n.,Monophthong,lyric,/ ɪ /
395,B,magnificent,adj.,Monophthong,magnificent,/ ɪ /
396,B,make-up,n.,Diphthong,make-up,/ eɪ /
397,B,making,n.,Diphthong,making,/ eɪ /
398,B,manufacture,v.,Monophthong,manufacture,/ æ /
399,B,manufacturing,n.,Monophthong,manufacturing,/ æ /
400,B,marathon,n.,Monophthong,marathon,/ æ /
401,B,margin,n.,Monophthong,margin,/ ɑ /
402,B,marker,n.,Monophthong,marker,/ ɑ /
403,B,martial,adj.,Monophthong,martial,/ ɑ /
404,B,mate,n.,Diphthong,mate,/ eɪ /
405,B,mate,v.,Diphthong,mate,/ eɪ /
406,B,mayor,n.,Diphthong,mayor,/ eɪ /
407,B,mechanic,n.,Monophthong,mechanic,/ æ /
408,B,mechanical,adj.,Monophthong,mechanical,/ æ /
409,B,mechanism,n.,Monophthong,mechanism,/ ɛ /
410,B,medal,n.,Monophthong,medal,/ ɛ /
411,B,medication,n.,Diphthong,medication,/ eɪ /
412,B,membership,n.,Monophthong,membership,/ ɛ /
413,B,memorable,adj.,Monophthong,memorable,/ ɛ /
414,B,metaphor,n.,Monophthong,metaphor,/ ɛ /
415,B,miner,n.,Diphthong,miner,/ aɪ /
416,B,miserable,adj.,Monophthong,miserable,/ ɪ /
417,B,mode,n.,Diphthong,mode,/ oʊ /
418,B,modest,adj.,Monophthong,modest,/ ɑ /
419,B,monster,n.,Monophthong,monster,/ ɑ /
420,B,monthly,adj.,Monophthong,monthly,/ ʌ /
421,B,monument,n.,Monophthong,monument,/ ɑ /
422,B,moreover,adv.,Diphthong,moreover,/ oʊ /
423,B,mortgage,n.,Monophthong,mortgage,/ ɔ /
424,B,mosque,n.,Monophthong,mosque,/ ɑ /
425,B,motion,n.,Diphthong,motion,/ oʊ /
426,B,motivate,v.,Diphthong,motivate,/ oʊ /
427,B,motivation,n.,Diphthong,motivation,/ oʊ /
428,B,moving,adj.,Monophthong,moving,/ u /
429,B,myth,n.,Monophthong,myth,/ ɪ /
430,B,naked,adj.,Diphthong,naked,/ eɪ /
431,B,nasty,adj.,Monophthong,nasty,/ æ /
432,B,navigation,n.,Diphthong,navigation,/ eɪ /
433,B,nearby,adj.,Monophthong,nearby,/ ɪ /
434,B,nearby,adv.,Monophthong,nearby,/ ɪ /
435,B,necessity,n.,Monophthong,necessity,/ ɛ /
436,B,negotiate,v.,Diphthong,negotiate,/ oʊ /
437,B,negotiation,n.,Diphthong,negotiation,/ eɪ /
438,B,neutral,adj.,Monophthong,neutral,/ u /
439,B,newly,adv.,Monophthong,newly,/ u /
440,B,norm,n.,Monophthong,norm,/ ɔ /
441,B,notebook,n.,Diphthong,notebook,/ oʊ /
442,B,novelist,n.,Monophthong,novelist,/ ɑ /
443,B,nowadays,adv.,Diphthong,nowadays,/ aʊ /
444,B,nursing,adj.,Monophthong,nursing,/ ɝ /
445,B,nutrition,n.,Monophthong,nutrition,/ ɪ /
446,B,obesity,n.,Diphthong,obesity,/ oʊ /
447,B,observer,n.,Monophthong,observer,/ ɝ /
448,B,obstacle,n.,Monophthong,obstacle,/ ɑ /
449,B,occupation,n.,Diphthong,occupation,/ eɪ /
450,B,occupy,v.,Monophthong,occupy,/ ɑ /
451,B,offender,n.,Monophthong,offender,/ ɛ /
452,B,ongoing,adj.,Monophthong,ongoing,/ ɑ /
453,B,openly,adv.,Diphthong,openly,/ oʊ /
454,B,opera,n.,Monophthong,opera,/ ɑ /
455,B,operator,n.,Monophthong,operator,/ ɑ /
456,B,optimistic,adj.,Monophthong,optimistic,/ ɪ /
457,B,orchestra,n.,Monophthong,orchestra,/ ɔ /
458,B,organic,adj.,Monophthong,organic,/ æ /
459,B,outfit,n.,Diphthong,outfit,/ aʊ /
460,B,output,n.,Diphthong,output,/ aʊ /
461,B,outstanding,adj.,Diphthong,outstanding,/ aʊ /
462,B,overcome,v.,Monophthong,overcome,/ ʌ /
463,B,overnight,adv.,Diphthong,overnight,/ aɪ /
464,B,overseas,adv.,Monophthong,overseas,/ i /
465,B,overseas,adj.,Monophthong,overseas,/ i /
466,B,ownership,n.,Diphthong,ownership,/ oʊ /
467,B,oxygen,n.,Monophthong,oxygen,/ ɑ /
468,B,packet,n.,Monophthong,packet,/ æ /
469,B,palm,n.,Monophthong,palm,/ ɑ /
470,B,panic,n.,Monophthong,panic,/ æ /
471,B,parade,n.,Diphthong,parade,/ eɪ /
472,B,parallel,adj.,Monophthong,parallel,/ æ /
473,B,parallel,n.,Monophthong,parallel,/ æ /
474,B,participation,n.,Diphthong,participation,/ eɪ /
475,B,partnership,n.,Monophthong,partnership,/ ɑ /
476,B,part-time,adj.,Diphthong,part-time,/ aɪ /
477,B,part-time,adv.,Diphthong,part-time,/ aɪ /
478,B,passionate,adj.,Monophthong,passionate,/ æ /
479,B,password,n.,Monophthong,password,/ æ /
480,B,patience,n.,Diphthong,patience,/ eɪ /
481,B,pause,v.,Monophthong,pause,/ ɔ /
482,B,pause,n.,Monophthong,pause,/ ɔ /
483,B,peer,n.,Monophthong,peer,/ ɪ /
484,B,penalty,n.,Monophthong,penalty,/ ɛ /
485,B,perceive,v.,Monophthong,perceive,/ i /
486,B,perception,n.,Monophthong,perception,/ ɛ /
487,B,permanently,adv.,Monophthong,permanently,/ ɝ /
488,B,pill,n.,Monophthong,pill,/ ɪ /
489,B,pity,n.,Monophthong,pity,/ ɪ /
490,B,placement,n.,Diphthong,placement,/ eɪ /
491,B,portion,n.,Monophthong,portion,/ ɔ /
492,B,potentially,adv.,Monophthong,potentially,/ ɛ /
493,B,precede,v.,Monophthong,precede,/ i /
494,B,precious,adj.,Monophthong,precious,/ ɛ /
495,B,precise,adj.,Diphthong,precise,/ aɪ /
496,B,precisely,adv.,Diphthong,precisely,/ aɪ /
497,B,predictable,adj.,Monophthong,predictable,/ ɪ /
498,B,preference,n.,Monophthong,preference,/ ɛ /
499,B,pride,n.,Diphthong,pride,/ aɪ /
500,B,primarily,adv.,Monophthong,primarily,/ ɛ /
501,B,principal,adj.,Monophthong,principal,/ ɪ /
502,B,prior,adj.,Diphthong,prior,/ aɪ /
503,B,probability,n.,Monophthong,probability,/ ɪ /
504,B,probable,adj.,Monophthong,probable,/ ɑ /
505,B,proceed,v.,Monophthong,proceed,/ i /
506,B,programming,n.,Diphthong,programming,/ oʊ /
507,B,progressive,adj.,Monophthong,progressive,/ ɛ /
508,B,prohibit,v.,Monophthong,prohibit,/ ɪ /
509,B,promising,adj.,Monophthong,promising,/ ɑ /
510,B,promotion,n.,Diphthong,promotion,/ oʊ /
511,B,prompt,v.,Monophthong,prompt,/ ɑ /
512,B,proportion,n.,Monophthong,proportion,/ ɔ /
513,B,protein,n.,Diphthong,protein,/ oʊ /
514,B,protester,n.,Diphthong,protester,/ oʊ /
515,B,psychological,adj.,Diphthong,psychological,/ aɪ /
516,B,publicity,n.,Monophthong,publicity,/ ɪ /
517,B,publishing,n.,Monophthong,publishing,/ ʌ /
518,B,punk,n.,Monophthong,punk,/ ʌ /
519,B,purely,adv.,Monophthong,purely,/ ʊ /
520,B,pursuit,n.,Monophthong,pursuit,/ u /
521,B,puzzle,n.,Monophthong,puzzle,/ ʌ /
522,B,questionnaire,n.,Monophthong,questionnaire,/ ɛ /
523,B,racial,adj.,Diphthong,racial,/ eɪ /
524,B,racism,n.,Diphthong,racism,/ eɪ /
525,B,racist,n.,Diphthong,racist,/ eɪ /
526,B,radiation,n.,Diphthong,radiation,/ eɪ /
527,B,rail,n.,Diphthong,rail,/ eɪ /
528,B,random,adj.,Monophthong,random,/ æ /
529,B,rat,n.,Monophthong,rat,/ æ /
530,B,rating,n.,Diphthong,rating,/ eɪ /
531,B,reasonably,adv.,Monophthong,reasonably,/ i /
532,B,rebuild,v.,Monophthong,rebuild,/ ɪ /
533,B,receiver,n.,Monophthong,receiver,/ i /
534,B,recession,n.,Monophthong,recession,/ ɛ /
535,B,reckon,v.,Monophthong,reckon,/ ɛ /
536,B,recognition,n.,Monophthong,recognition,/ ɪ /
537,B,recovery,n.,Monophthong,recovery,/ ʌ /
538,B,recruit,v.,Monophthong,recruit,/ u /
539,B,recruit,n.,Monophthong,recruit,/ u /
540,B,recruitment,n.,Monophthong,recruitment,/ u /
541,B,referee,n.,Monophthong,referee,/ i /
542,B,refugee,n.,Monophthong,refugee,/ i /
543,B,registration,n.,Diphthong,registration,/ eɪ /
544,B,regulate,v.,Monophthong,regulate,/ ɛ /
545,B,reinforce,v.,Monophthong,reinforce,/ ɔ /
546,B,relieve,v.,Monophthong,relieve,/ i /
547,B,relieved,adj.,Monophthong,relieved,/ i /
548,B,remarkable,adj.,Monophthong,remarkable,/ ɑ /
549,B,remarkably,adv.,Monophthong,remarkably,/ ɑ /
550,B,reporting,n.,Monophthong,reporting,/ ɔ /
551,B,resign,v.,Diphthong,resign,/ aɪ /
552,B,resolution,n.,Monophthong,resolution,/ u /
553,B,restore,v.,Monophthong,restore,/ ɔ /
554,B,restrict,v.,Monophthong,restrict,/ ɪ /
555,B,restriction,n.,Monophthong,restriction,/ ɪ /
556,B,retail,n.,Monophthong,retail,/ i /
557,B,retirement,n.,Diphthong,retirement,/ aɪ /
558,B,revenue,n.,Monophthong,revenue,/ ɛ /
559,B,revision,n.,Monophthong,revision,/ ɪ /
560,B,ridiculous,adj.,Monophthong,ridiculous,/ ɪ /
561,B,risky,adj.,Monophthong,risky,/ ɪ /
562,B,rival,n.,Diphthong,rival,/ aɪ /
563,B,rival,adj.,Diphthong,rival,/ aɪ /
564,B,rob,v.,Monophthong,rob,/ ɑ /
565,B,robbery,n.,Monophthong,robbery,/ ɑ /
566,B,rocket,n.,Monophthong,rocket,/ ɑ /
567,B,romance,n.,Diphthong,romance,/ oʊ /
568,B,rose,n.,Diphthong,rose,/ oʊ /
569,B,roughly,adv.,Monophthong,roughly,/ ʌ /
570,B,ruin,v.,Monophthong,ruin,/ u /
571,B,ruin,n.,Monophthong,ruin,/ u /
572,B,satisfaction,n.,Monophthong,satisfaction,/ æ /
573,B,scandal,n.,Monophthong,scandal,/ æ /
574,B,scare,v.,Monophthong,scare,/ ɛ /
575,B,scare,n.,Monophthong,scare,/ ɛ /
